ASV	Domain	Phylum	Class	Order	Family	Genus	Species
2d05eb39308c75347459f964725b6e25	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
5b9566c8825a293f197c938da2110ac7	d__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__Woesearchaeales	 g__Woesearchaeales	 s__uncultured_archaeon
7e96c8bbd0dc4396192d4b1569f39979	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Cocleimonas	
b143cf80baf6275661967a701a626220	d__Bacteria	 p__Bacteroidota	 c__Ignavibacteria	 o__Ignavibacteriales	 f__Ignavibacteriaceae	 g__Ignavibacterium	 s__uncultured_bacterium
e5723e35fb2eddbb03cd9c1481a16342	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfobulbaceae	 g__uncultured	 s__uncultured_Desulfobulbus
fdf3a2ab5ae86cb2570a674ecb72fdc5	d__Bacteria	 p__Calditrichota	 c__Calditrichia	 o__Calditrichales	 f__Calditrichaceae	 g__Calditrichaceae	 s__uncultured_bacterium
83eb588facb84b34f53b841217e858c4	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_Planctomycetales
c081952d9fe1dbced870dfdc0d5536e2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Persicirhabdus	 s__uncultured_Verrucomicrobia
27d3e6334e25da13fd926dfba6a64417	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Gracilibacteria	 f__Gracilibacteria	 g__Gracilibacteria	 s__marine_metagenome
88a5ab4a9dc72282b03c93a3637a09a9	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcales-Tissierellales	 g__Anaerococcus	
8acceb5edbdf29be29eb0def97fbe095	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Spongiibacteraceae	 g__BD1-7_clade	 s__uncultured_gamma
259859f69de4be2b2e9b97ea8fef5af6	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	
dc80d4983943e9470c290316d4b6ee25	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Wenyingzhuangia	
309fa47dabcacd096b62d146722e8626	d__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__Woesearchaeales	 g__Woesearchaeales	 s__uncultured_euryarchaeote
b447f2a451084789c83bd5286e561c10	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__uncultured	 s__uncultured_bacterium
5bef6c3604d9f7b57ebe7f9c3e882550	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	 s__uncultured_organism
6f103d72ffe2f5255e01322e68881a3d	d__Bacteria	 p__Calditrichota	 c__Calditrichia	 o__Calditrichales	 f__Calditrichaceae	 g__Calditrichaceae	 s__uncultured_bacterium
c092e00e370bb484fd7a6e25a7c383d9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Vicingus	 s__uncultured_sediment
875e213c3961b08bcf2510aa195d7aed	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__Berkeleya_fennica
54dd7485afef595c5bb61c79f4d77532	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Candidatus_Peribacteria	 f__Candidatus_Peribacteria	 g__Candidatus_Peribacteria	
a7cb4116bd8798cecd606874bdc04134	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_marine
225243e50c88da4677e8e5c332c2f4f5	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	
3c59640fabc1f833f8c8dbeb38cd15d8	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfobacteraceae		
23848c99f029ffc2c68c6bcfefd00f6a	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__uncultured_planctomycete
6b8792572531063dd8e7daa7b43e9651	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Spongiibacteraceae	 g__BD1-7_clade	 s__uncultured_deep-sea
5704dae7edff380bb1a6b459ece22738	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__uncultured	
f6f78ceceb78f23ccfefa7d18e68b547	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__uncultured_bacterium
8b71f468b49b61d64546e8f895bef01b	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellulaceae	 s__uncultured_bacterium
cd9afdb486946e0a5196cae4aa138b2c	d__Archaea	 p__Thermoplasmatota	 c__Thermoplasmatota	 o__Thermoplasmatota	 f__Thermoplasmatota	 g__uncultured	 s__uncultured_euryarchaeote
75d731ce2d093aa5fd356db0e7cad9b2	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae		
c63901c80b37a201d955f00f0784d71b	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Peredibacter	
5a2476927a43990cded25afd17ad32f7	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__hydrothermal_vent
bece925176e423a0265ab4a1e8b1e95d	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	
54e78eafcb24c5a563a0155e6cf92f1c	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
04e501772dcb1c0f7c4cc27d49adcfbd	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__bacterium_SH4-10
6bca4e92bb95285333a62b3b659089ce	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
23c04e3ec6021aca7251fc1a08a18289	d__Bacteria	 p__Planctomycetota	 c__vadinHA49	 o__vadinHA49	 f__vadinHA49	 g__vadinHA49	 s__uncultured_bacterium
bfc8274e9814769e34195a1104171d71	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Nitrincolaceae	 g__uncultured	 s__uncultured_bacterium
014adc14eb2d16068d1e93679db0211c	d__Bacteria	 p__Firmicutes	 c__Clostridia				
556c70e39a5004d5ed28281ed55f51e3	d__Bacteria	 p__Latescibacterota	 c__Latescibacteria	 o__Latescibacterales	 f__Latescibacteraceae	 g__Latescibacteraceae	 s__uncultured_deep-sea
a3f70118fea524c045c90a9d9a9371ae	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_Planctomycetales
4124122ccdeb2850f4fb3f6563de7c37	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
082b35a82fcbb4e82ec0804667b1deb0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	
1157177f9ebd4753731611e17c7c758b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Porticoccaceae	 g__C1-B045	 s__Cladosiphon_okamuranus
a69058b6659a32e1dff8d0565e81c66e	d__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__SCGC_AAA286-E23	 g__SCGC_AAA286-E23	 s__Euryarchaeota_archaeon
9f2315d21fa8b7811ae7b4a726d243b8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Crocinitomix	 s__Crocinitomix_catalasitica
87754c43c566165f917b8421becab2aa	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
34b170ddfc90c466425cca8cdeff468c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingorhabdus	
277ac4eeabcdcc7bdf13d02b9a1ddbd2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Marinomonadaceae	 g__Marinomonas	
aaaf47330a1759b5fcbece2bf2daa3a9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	
e5dbbc338ffa96f4a6e6e06d53e000e7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Chryseobacterium	
b6598b5d7e36b176a9fb86259a25f24a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
04f2618ffc26b425125c8be0695d980d	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	 s__uncultured_bacterium
ad110c523f07999442dd2adfbeb2c60c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__uncultured	 s__uncultured_eubacterium
58a7ab215e3b32d0c5bf41bb7934a3ce	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__uncultured_Cytophaga
bfb9befad39c09e2e366212d444e1a55	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	
782c2d3de6f8f954b38134683c7149a5	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_marine
40e7083eef14f27d33c07559a01f5428	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
652272361384f8948e8d7afa545dbcb1	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
d2f012cd9b35eb55c296c4a170f24592	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Spongiibacteraceae		
2faa4d5230e08cb079a5d833351561f6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
14a6fd6884d94e67deec6454b6e18663	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
c175c566a4d3e0af7a8d5918065780f3	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	 s__uncultured_bacterium
ce33928ae4a51b6ebf0dee8251f68fbc	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__uncultured	
f793eb2eaf7715a12caa46d3f637b12a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Crocinitomix	 s__uncultured_bacterium
349934ebb55f8646fd485d58cb84d357	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Puniceispirillales	 f__uncultured	 g__uncultured	
b28597a6fbdf138a7aec36cb452fa1de	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Sediminispirochaeta	 s__uncultured_bacterium
e3b00f9a3a1866eb9e810c556ebdba05	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Rs-M59_termite_group	 g__Rs-M59_termite_group	 s__uncultured_bacterium
85eabe90cda82a0aedf59434ca9142dc	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Jannaschia	
bca2ee4c5254b1c68564c11eac64ed0a	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta_2	
d934822da1cfff1eb2e8543152636e48	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	
b5cc2b59abcfa54f37045a961ef67d3c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
faeeef91b4b59af5a4ec3ae305a9b9e2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sneathiellales	 f__Sneathiellaceae	 g__Sneathiella	
68ad6d026be79bb5998bdb94e27a9f0d	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
0923b009b1087230664223632615e9f1	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__uncultured_proteobacterium
4b050506123fbca1fa604c9ef3ebb228	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Entomoplasmatales	 f__Entomoplasmatales_Incertae_Sedis	 g__Candidatus_Hepatoplasma	 s__uncultured_bacterium
72da9606115a2b16e8b0349c6ed28012	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__uncultured_Verrucomicrobiales
a7f6734849cac4d73239f60d67523520	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__uncultured	 g__uncultured	 s__bacterium_YC-LK-LKJ38
a21459c03fa5ae4a0f1516fcea2d5ace	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Noviherbaspirillum	
054ce9c39aece1da0f01938e40dde560	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Roseivirga	 s__uncultured_bacterium
8f555a062c3da779a011d3506c1feb9e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
f12f74eaffa6952b8c3d73d498cc4a79	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Curvibacter	
699a67d0b056d66945828c66583651f6	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	
e9e2a3e5a4023508131b437c5e8f8cf0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_organism
fffda97ace4c9664763a32d1f091f5cf	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Phycisphaera	 s__Phycisphaera_mikurensis
3b81f8817f99df29b820abd10c21d71f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
ff6c261a43562968e9f773c51a9f80d7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_antarctica
1de7eb5f17f1fe05d57abd9d0abbb927	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Sulfitobacter	
ed9e14302dbce20b1f641cb8819ccc07	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Methylophilaceae	 g__OM43_clade	
c5e6553669551d4b00271d0aadb6fa30	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobiaceae	 s__uncultured_Bacteroidetes
298dd30f1541ea5e8b9ed88eac191b11	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
9b61425d84d6032fa78fc89df98771e0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
cdba17e1fa64388436956aaeed15cf0b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
94dd2f1d1e293dfcb2cf0beff13267e9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Chromatiaceae	 g__Lamprocystis	 s__uncultured_gamma
eb7cad25422328f13dcca9fbf7f68a9f	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae		
0b2ffbadd994ffeff0d41b9ee2b0c3e3	d__Bacteria	 p__Patescibacteria	 c__ABY1	 o__Candidatus_Magasanikbacteria	 f__Candidatus_Magasanikbacteria	 g__Candidatus_Magasanikbacteria	 s__uncultured_organism
6d35a1a7203ea4d7224117c558ff62f8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
4af649226fc4e7c59349b35174ee545c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SZB50	 f__SZB50	 g__SZB50	 s__uncultured_gamma
47bb8e68f766b37f73ce61ffbc1cdd6d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
95b799034e8ed0db6c72600291c182d5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_organism
3eb6b5bb092bf0a86c6b130f6ea9c570	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__SM2D12	 g__SM2D12	 s__uncultured_bacterium
a565e234013163161a650a4257692437	d__Bacteria	 p__Planctomycetota	 c__vadinHA49	 o__vadinHA49	 f__vadinHA49	 g__vadinHA49	 s__uncultured_bacterium
83733d5e8fb656cece7e73cae0475ea0	d__Archaea	 p__Altiarchaeota	 c__Altiarchaeia	 o__Altiarchaeales	 f__Altiarchaeaceae	 g__Candidatus_Altiarchaeum	 s__uncultured_euryarchaeote
e8e91d3fc242403a4f07b855a66795b7	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	 s__Omnitrophica_bacterium
fe404c6dc50ff3462c0f233ff3668d71	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_marine
ffa681411ff3b1360d811e55e3cafe79	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Sulfurimonadaceae	 g__Sulfurimonas	
24bbaaedb38afb3c7d5155143d4bbce6	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfosarcinaceae	 g__uncultured	 s__uncultured_sediment
ce8d6483afdf4190bccfd17d9c8a28f0	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_bacterium
9fb193728ea8e803f2fd5c04b7af8522	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
04e39c7928a2828e825206af57b6fcd0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
6378711faec7935f8a88ebf50f277536	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__Glaciecola	
0d984b29740c264124f55fb399540222	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_bacterium
dc97f1094589fef3069f42152530b4c2	d__Bacteria	 p__Fibrobacterota	 c__Fibrobacteria	 o__Fibrobacterales	 f__Fibrobacteraceae	 g__uncultured	 s__uncultured_deep-sea
93bad8a0ed78c672061ffb9ff439643e	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Gracilibacteria	 f__Gracilibacteria	 g__Gracilibacteria	 s__marine_metagenome
a24147711ccdb2e74652f717c49c3daa	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Phaeodactylibacter	 s__uncultured_bacterium
41bcbb7d6155e45e7f58cf8988e9de17	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
233e6048930f8d4666f59d9a147492fe	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__uncultured_Bacteroidetes
55004591cf77ce1caf7f076368217818	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__Arenicella	
272bcf5e71fd85d493c94bae304a9080	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
819c4f54ad75f059a1ec606cde34af87	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales			
59ef7acbe4a35600dfbbe67ac561744d	d__Bacteria	 p__Fibrobacterota	 c__Chitinivibrionia	 o__Chitinivibrionales	 f__Chitinivibrionaceae	 g__possible_genus_03	 s__uncultured_Fibrobacteres
8aca91a15406bb37618eb608077cfb9d	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae		
c4400debc3a8743e082a68ffc7377f46	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Kiloniellales	 f__Kiloniellaceae	 g__uncultured	 s__uncultured_Rhodospirillaceae
5883de0472a6abce4a5eb2d26ff9a4aa	d__Bacteria	 p__Chloroflexi	 c__Dehalococcoidia	 o__MSBL5	 f__MSBL5	 g__MSBL5	 s__uncultured_bacterium
e37aee9feb3a5aac107dc09d442f4275	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
b8cbfc8acf9ba9803c2b57d614f9353d	d__Bacteria	 p__Planctomycetota	 c__SGST604	 o__SGST604	 f__SGST604	 g__SGST604	 s__uncultured_planctomycete
d48f0b21a8dda456ccb28b0970745a40	d__Bacteria	 p__Acidobacteriota	 c__Subgroup_22	 o__Subgroup_22	 f__Subgroup_22	 g__Subgroup_22	
4cf34af096c4ea7f7bca0f6033417caf	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	 s__uncultured_bacterium
f7eeb415868d46862f6a50bdae7b7c8b	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	 s__uncultured_gamma
c1e0e70c0d7a7d91a145243c797873a3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales			
a58cb7ef5caf86751d6359f83d369827	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfobacteraceae		
969d7a69bf0ffb00c97617f07633f35e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Sedimenticolaceae	 g__uncultured	
dbc9381cb175b61a70c06d66a468a109	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	
af8f802528af11836a62e37ae16a3eb0	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
57ecdde8633f54aa8368c46ba3892e50	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_Verrucomicrobiae
041f0f0110aac85718f3c4bf879d1c61	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__Agaribacterium	 s__uncultured_bacterium
2b6a4c6e07a121620d74a625515f9185	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__Kiritimatiellales	 f__Kiritimatiellaceae	 g__R76-B128	
a70f22e1ef2b166bbab4a0753d5916e2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__uncultured_bacterium
e6baca5cf2287165ecef2dbf8cb73cda	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Eudoraea	 s__Eudoraea_chungangensis
489d42ebc12b0240e0de52f9214c1091	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aestuariimonas	 s__Aestuariimonas_insulae
aa6d99ad863f6605dc7580c90c422b03	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Pseudohongiellaceae	 g__BIyi10	
a09e12825be699377a59d2a50f8fcec6	d__Bacteria	 p__Fibrobacterota	 c__Fibrobacteria	 o__Fibrobacterales	 f__MAT-CR-H6-H10	 g__MAT-CR-H6-H10	
9f2fc64d55264593d821166e686987c9	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta	
45484044b19efeb8b1b928e234e9dd78	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_organism
71a40aab73f357bf37b3b30010a92ff6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	
068e5a8ba355deb8d6014f6beda348e9	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_bacterium
3f90aec2c8aba79e207a8786b921195b	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__VHS-B3-70	 f__VHS-B3-70	 g__VHS-B3-70	 s__uncultured_delta
